"","SCC","EI.Sector","Short.Name","SCC.Level.One","SCC.Level.Two","SCC.Level.Three","SCC.Level.Four"
"5168","30103801","Industrial Processes - Chemical Manuf","Chem Manuf /Sodium Bicarbonate /General","Industrial Processes","Chemical Manufacturing","Sodium Bicarbonate","General"
"5169","30103901","Industrial Processes - Chemical Manuf","Chem Manuf /Hydrogen Cyanide /Air Heater: General","Industrial Processes","Chemical Manufacturing","Hydrogen Cyanide","Air Heater: General"
"5170","30103902","Industrial Processes - Chemical Manuf","Chem Manuf /Hydrogen Cyanide /Ammonia Absorber","Industrial Processes","Chemical Manufacturing","Hydrogen Cyanide","Ammonia Absorber"
"5171","30103903","Industrial Processes - Chemical Manuf","Chem Manuf /Hydrogen Cyanide /HCN Absorber","Industrial Processes","Chemical Manufacturing","Hydrogen Cyanide","HCN Absorber"
"5172","30104001","Industrial Processes - Chemical Manuf","Chem Manuf /Urea Production /General: Specify in Comments","Industrial Processes","Chemical Manufacturing","Urea Production","General: Specify in Comments"
"5173","30104002","Industrial Processes - Chemical Manuf","Chem Manuf /Urea Production /Solution Concentration (Controlled)","Industrial Processes","Chemical Manufacturing","Urea Production","Solution Concentration (Controlled)"
"5174","30104003","Industrial Processes - Chemical Manuf","Chem Manuf /Urea Production /Prilling","Industrial Processes","Chemical Manufacturing","Urea Production","Prilling"
"5175","30104004","Industrial Processes - Chemical Manuf","Chem Manuf /Urea Production /Drum Granulation","Industrial Processes","Chemical Manufacturing","Urea Production","Drum Granulation"
"5176","30104005","Industrial Processes - Chemical Manuf","Chem Manuf /Urea Production /Coating","Industrial Processes","Chemical Manufacturing","Urea Production","Coating"
"5177","30104006","Industrial Processes - Chemical Manuf","Chem Manuf /Urea Production /Bagging","Industrial Processes","Chemical Manufacturing","Urea Production","Bagging"
"5178","30104007","Industrial Processes - Storage and Transfer","Chem Manuf /Urea Production /Bulk Loading","Industrial Processes","Chemical Manufacturing","Urea Production","Bulk Loading"
"5179","30104008","Industrial Processes - Chemical Manuf","Chem Manuf /Urea Production /Non-fluidized Bed Prilling (Agricultural Grade)","Industrial Processes","Chemical Manufacturing","Urea Production","Non-fluidized Bed Prilling (Agricultural Grade)"
"5180","30104009","Industrial Processes - Chemical Manuf","Chem Manuf /Urea Production /Non-fluidized Bed Prilling (Feed Grade)","Industrial Processes","Chemical Manufacturing","Urea Production","Non-fluidized Bed Prilling (Feed Grade)"
"5181","30104010","Industrial Processes - Chemical Manuf","Chem Manuf /Urea Production /Fluidized Bed Prilling (Agricultural Grade)","Industrial Processes","Chemical Manufacturing","Urea Production","Fluidized Bed Prilling (Agricultural Grade)"
"5182","30104011","Industrial Processes - Chemical Manuf","Chem Manuf /Urea Production /Fluidized Bed Prilling (Feed Grade)","Industrial Processes","Chemical Manufacturing","Urea Production","Fluidized Bed Prilling (Feed Grade)"
"5183","30104012","Industrial Processes - Chemical Manuf","Chem Manuf /Urea Production /Rotary Drum Cooler","Industrial Processes","Chemical Manufacturing","Urea Production","Rotary Drum Cooler"
"5184","30104013","Industrial Processes - Chemical Manuf","Chem Manuf /Urea Production /Solids Screening","Industrial Processes","Chemical Manufacturing","Urea Production","Solids Screening"
"5185","30104014","Industrial Processes - Chemical Manuf","Chem Manuf /Urea Production /Pan Granulation","Industrial Processes","Chemical Manufacturing","Urea Production","Pan Granulation"
"5186","30104020","Industrial Processes - Chemical Manuf","Chem Manuf /Urea Production /Solution Synthesis","Industrial Processes","Chemical Manufacturing","Urea Production","Solution Synthesis"
"5187","30104101","Industrial Processes - Chemical Manuf","Chem Manuf /Nitrocellulose /Nitration Reactor","Industrial Processes","Chemical Manufacturing","Nitrocellulose","Nitration Reactor"
"5188","30104102","Industrial Processes - Chemical Manuf","Chem Manuf /Nitrocellulose /Sulfuric Acid Concentrators","Industrial Processes","Chemical Manufacturing","Nitrocellulose","Sulfuric Acid Concentrators"
"5189","30104103","Industrial Processes - Chemical Manuf","Chem Manuf /Nitrocellulose /Boiling Tubs","Industrial Processes","Chemical Manufacturing","Nitrocellulose","Boiling Tubs"
"5190","30104104","Industrial Processes - Chemical Manuf","Chem Manuf /Nitrocellulose /Nitric Acid Concentrators","Industrial Processes","Chemical Manufacturing","Nitrocellulose","Nitric Acid Concentrators"
"5191","30104105","Industrial Processes - Chemical Manuf","Chem Manuf /Nitrocellulose /Nitric/Sulfuric Acid Mixing","Industrial Processes","Chemical Manufacturing","Nitrocellulose","Nitric/Sulfuric Acid Mixing"
"5192","30104106","Industrial Processes - Chemical Manuf","Chem Manuf /Nitrocellulose /Batch Process: Purification Beaters","Industrial Processes","Chemical Manufacturing","Nitrocellulose","Batch Process: Purification Beaters"
"5193","30104107","Industrial Processes - Chemical Manuf","Chem Manuf /Nitrocellulose /Batch Process: Purification Poacher","Industrial Processes","Chemical Manufacturing","Nitrocellulose","Batch Process: Purification Poacher"
"5194","30104108","Industrial Processes - Chemical Manuf","Chem Manuf /Nitrocellulose /Batch Process: Purification Blender","Industrial Processes","Chemical Manufacturing","Nitrocellulose","Batch Process: Purification Blender"
"5195","30104109","Industrial Processes - Chemical Manuf","Chem Manuf /Nitrocellulose /Batch Process: Purification Wringer","Industrial Processes","Chemical Manufacturing","Nitrocellulose","Batch Process: Purification Wringer"
"5196","30104110","Industrial Processes - Chemical Manuf","Chem Manuf /Nitrocellulose /Raw Cellulose Purification","Industrial Processes","Chemical Manufacturing","Nitrocellulose","Raw Cellulose Purification"
"5197","30104120","Industrial Processes - Chemical Manuf","Chem Manuf /Nitrocellulose /Batch Process: Spent Acid Recovery","Industrial Processes","Chemical Manufacturing","Nitrocellulose","Batch Process: Spent Acid Recovery"
"5198","30104121","Industrial Processes - Chemical Manuf","Chem Manuf /Nitrocellulose /Batch Process: Spent Acid Recovery: Denitrating Tower","Industrial Processes","Chemical Manufacturing","Nitrocellulose","Batch Process: Spent Acid Recovery: Denitrating Tower"
"5199","30104122","Industrial Processes - Chemical Manuf","Chem Manuf /Nitrocellulose /Batch Process: Spent Acid Recovery: Sulfuric Acid Regenerator","Industrial Processes","Chemical Manufacturing","Nitrocellulose","Batch Process: Spent Acid Recovery: Sulfuric Acid Regenerator"
"5200","30104123","Industrial Processes - Chemical Manuf","Chem Manuf /Nitrocellulose /Batch Process: Spent Acid Recovery: Bleacher","Industrial Processes","Chemical Manufacturing","Nitrocellulose","Batch Process: Spent Acid Recovery: Bleacher"
"5201","30104124","Industrial Processes - Chemical Manuf","Chem Manuf /Nitrocellulose /Batch Process: Spent Acid Recovery: Reflux Columns","Industrial Processes","Chemical Manufacturing","Nitrocellulose","Batch Process: Spent Acid Recovery: Reflux Columns"
"5202","30104130","Industrial Processes - Chemical Manuf","Chem Manuf /Nitrocellulose /Batch Process: Nitric Acid Concentration","Industrial Processes","Chemical Manufacturing","Nitrocellulose","Batch Process: Nitric Acid Concentration"
"5203","30104131","Industrial Processes - Chemical Manuf","Chem Manuf /Nitrocellulose /Batch Process: Nitric Acid Concentration: Distillation Tower","Industrial Processes","Chemical Manufacturing","Nitrocellulose","Batch Process: Nitric Acid Concentration: Distillation Tower"
"5204","30104132","Industrial Processes - Chemical Manuf","Chem Manuf /Nitrocellulose /Batch Process: Nitric Acid Concentration: Bleacher","Industrial Processes","Chemical Manufacturing","Nitrocellulose","Batch Process: Nitric Acid Concentration: Bleacher"
"5205","30104133","Industrial Processes - Chemical Manuf","Chem Manuf /Nitrocellulose /Batch Process: Nitric Acid Concentration: Condenser","Industrial Processes","Chemical Manufacturing","Nitrocellulose","Batch Process: Nitric Acid Concentration: Condenser"
"5206","30104134","Industrial Processes - Chemical Manuf","Chem Manuf /Nitrocellulose /Batch Process: Nitric Acid Concentration: Absorber Column","Industrial Processes","Chemical Manufacturing","Nitrocellulose","Batch Process: Nitric Acid Concentration: Absorber Column"
"5207","30104135","Industrial Processes - Chemical Manuf","Chem Manuf /Nitrocellulose /Batch Process: Nitric Acid Concentration: Dehydrating Unit","Industrial Processes","Chemical Manufacturing","Nitrocellulose","Batch Process: Nitric Acid Concentration: Dehydrating Unit"
"5208","30104150","Industrial Processes - Chemical Manuf","Chem Manuf /Nitrocellulose /Continuous Process: Nitration Reactors","Industrial Processes","Chemical Manufacturing","Nitrocellulose","Continuous Process: Nitration Reactors"
"5209","30104151","Industrial Processes - Chemical Manuf","Chem Manuf /Nitrocellulose /Continuous Process: Sulfuric Acid Concentrators","Industrial Processes","Chemical Manufacturing","Nitrocellulose","Continuous Process: Sulfuric Acid Concentrators"
"5210","30104152","Industrial Processes - Chemical Manuf","Chem Manuf /Nitrocellulose /Continuous Process: Purification Boiling Tubs","Industrial Processes","Chemical Manufacturing","Nitrocellulose","Continuous Process: Purification Boiling Tubs"
"5211","30104153","Industrial Processes - Chemical Manuf","Chem Manuf /Nitrocellulose /Continuous Process: Nitric Acid Concentrators","Industrial Processes","Chemical Manufacturing","Nitrocellulose","Continuous Process: Nitric Acid Concentrators"
"5212","30104154","Industrial Processes - Chemical Manuf","Chem Manuf /Nitrocellulose /Continuous Process: Purification Beaters","Industrial Processes","Chemical Manufacturing","Nitrocellulose","Continuous Process: Purification Beaters"
"5213","30104155","Industrial Processes - Chemical Manuf","Chem Manuf /Nitrocellulose /Continuous Process: Purification Poacher","Industrial Processes","Chemical Manufacturing","Nitrocellulose","Continuous Process: Purification Poacher"
"5214","30104156","Industrial Processes - Chemical Manuf","Chem Manuf /Nitrocellulose /Continuous Process: Purification Blender","Industrial Processes","Chemical Manufacturing","Nitrocellulose","Continuous Process: Purification Blender"
"5215","30104157","Industrial Processes - Chemical Manuf","Chem Manuf /Nitrocellulose /Continuous Process: Purification Wringer","Industrial Processes","Chemical Manufacturing","Nitrocellulose","Continuous Process: Purification Wringer"
"5216","30104160","Industrial Processes - Chemical Manuf","Chem Manuf /Nitrocellulose /Continuous Process: Spent Acid Recovery","Industrial Processes","Chemical Manufacturing","Nitrocellulose","Continuous Process: Spent Acid Recovery"
"5217","30104161","Industrial Processes - Chemical Manuf","Chem Manuf /Nitrocellulose /Continuous Process: Spent Acid Recovery: Denitrating Tower","Industrial Processes","Chemical Manufacturing","Nitrocellulose","Continuous Process: Spent Acid Recovery: Denitrating Tower"
"5218","30104162","Industrial Processes - Chemical Manuf","Chem Manuf /Nitrocellulose /Continuous Process: Spent Acid Recovery: Sulfuric Acid Regenerator","Industrial Processes","Chemical Manufacturing","Nitrocellulose","Continuous Process: Spent Acid Recovery: Sulfuric Acid Regenerator"
"5219","30104163","Industrial Processes - Chemical Manuf","Chem Manuf /Nitrocellulose /Continuous Process: Spent Acid Recovery: Bleacher","Industrial Processes","Chemical Manufacturing","Nitrocellulose","Continuous Process: Spent Acid Recovery: Bleacher"
"5220","30104164","Industrial Processes - Chemical Manuf","Chem Manuf /Nitrocellulose /Continuous Process: Spent Acid Recovery: Reflux Columns","Industrial Processes","Chemical Manufacturing","Nitrocellulose","Continuous Process: Spent Acid Recovery: Reflux Columns"
"5221","30104170","Industrial Processes - Chemical Manuf","Chem Manuf /Nitrocellulose /Continuous Process: Nitric Acid Concentration","Industrial Processes","Chemical Manufacturing","Nitrocellulose","Continuous Process: Nitric Acid Concentration"
"5222","30104171","Industrial Processes - Chemical Manuf","Chem Manuf /Nitrocellulose /Continuous Process: Nitric Acid Concentration: Distillation Tower","Industrial Processes","Chemical Manufacturing","Nitrocellulose","Continuous Process: Nitric Acid Concentration: Distillation Tower"
"5223","30104172","Industrial Processes - Chemical Manuf","Chem Manuf /Nitrocellulose /Continuous Process: Nitric Acid Concentration: Bleacher","Industrial Processes","Chemical Manufacturing","Nitrocellulose","Continuous Process: Nitric Acid Concentration: Bleacher"
"5224","30104173","Industrial Processes - Chemical Manuf","Chem Manuf /Nitrocellulose /Continuous Process: Nitric Acid Concentration: Condenser","Industrial Processes","Chemical Manufacturing","Nitrocellulose","Continuous Process: Nitric Acid Concentration: Condenser"
"5225","30104174","Industrial Processes - Chemical Manuf","Chem Manuf /Nitrocellulose /Continuous Process: Nitric Acid Concentration: Absorber Column","Industrial Processes","Chemical Manufacturing","Nitrocellulose","Continuous Process: Nitric Acid Concentration: Absorber Column"
"5226","30104175","Industrial Processes - Chemical Manuf","Chem Manuf /Nitrocellulose /Continuous Process: Nitric Acid Concentration: Dehydrating Unit","Industrial Processes","Chemical Manufacturing","Nitrocellulose","Continuous Process: Nitric Acid Concentration: Dehydrating Unit"
"5227","30104199","Industrial Processes - Chemical Manuf","Chem Manuf /Nitrocellulose /Other Not Classified","Industrial Processes","Chemical Manufacturing","Nitrocellulose","Other Not Classified"
"5228","30104201","Industrial Processes - Chemical Manuf","Chem Manuf /Lead Alkyl Manuf (Sodium-Lead Alloy Process) /Recovery Furnace","Industrial Processes","Chemical Manufacturing","Lead Alkyl Manufacturing (Sodium/Lead Alloy Process)","Recovery Furnace"
"5229","30104202","Industrial Processes - Chemical Manuf","Chem Manuf /Lead Alkyl Manuf (Sodium-Lead Alloy Process) /Process Vents: Tetraethyl Lead","Industrial Processes","Chemical Manufacturing","Lead Alkyl Manufacturing (Sodium/Lead Alloy Process)","Process Vents: Tetraethyl Lead"
"5230","30104203","Industrial Processes - Chemical Manuf","Chem Manuf /Lead Alkyl Manuf (Sodium-Lead Alloy Process) /Process Vents: Tetramethyl Lead","Industrial Processes","Chemical Manufacturing","Lead Alkyl Manufacturing (Sodium/Lead Alloy Process)","Process Vents: Tetramethyl Lead"
"5231","30104204","Industrial Processes - Storage and Transfer","Chem Manuf /Lead Alkyl Manuf (Sodium-Lead Alloy Process) /Sludge Pits","Industrial Processes","Chemical Manufacturing","Lead Alkyl Manufacturing (Sodium/Lead Alloy Process)","Sludge Pits"
"5232","30104301","Industrial Processes - Chemical Manuf","Chem Manuf /Lead Alkyl Manuf (Electrolytic Process) /General","Industrial Processes","Chemical Manufacturing","Lead Alkyl Manufacturing (Electrolytic Process)","General"
"5233","30104501","Industrial Processes - Chemical Manuf","Chem Manuf /Organic Fertilizer /General: Mixing/Handling","Industrial Processes","Chemical Manufacturing","Organic Fertilizer","General: Mixing/Handling"
"5234","30105001","Industrial Processes - Chemical Manuf","Chem Manuf /Adhesives /General/Compound Unknown **","Industrial Processes","Chemical Manufacturing","Adhesives","General/Compound Unknown **"
"5235","30105101","Industrial Processes - Chemical Manuf","Chem Manuf /Animal Adhesives /Animal Adhesives","Industrial Processes","Chemical Manufacturing","Animal Adhesives","Animal Adhesives"
"5236","30105105","Industrial Processes - Chemical Manuf","Chem Manuf /Animal Adhesives /Raw Materials Grinding","Industrial Processes","Chemical Manufacturing","Animal Adhesives","Raw Materials Grinding"
"5237","30105108","Industrial Processes - Chemical Manuf","Chem Manuf /Animal Adhesives /Degreasing","Industrial Processes","Chemical Manufacturing","Animal Adhesives","Degreasing"
"5238","30105110","Industrial Processes - Storage and Transfer","Chem Manuf /Animal Adhesives /Lining/Plumping","Industrial Processes","Chemical Manufacturing","Animal Adhesives","Lining/Plumping"
"5239","30105112","Industrial Processes - Chemical Manuf","Chem Manuf /Animal Adhesives /Washing","Industrial Processes","Chemical Manufacturing","Animal Adhesives","Washing"
"5240","30105114","Industrial Processes - Chemical Manuf","Chem Manuf /Animal Adhesives /Cooking","Industrial Processes","Chemical Manufacturing","Animal Adhesives","Cooking"
"5241","30105116","Industrial Processes - Chemical Manuf","Chem Manuf /Animal Adhesives /Hot Water Extractions","Industrial Processes","Chemical Manufacturing","Animal Adhesives","Hot Water Extractions"
"5242","30105118","Industrial Processes - Chemical Manuf","Chem Manuf /Animal Adhesives /Filtering/Centrifuging","Industrial Processes","Chemical Manufacturing","Animal Adhesives","Filtering/Centrifuging"
"5243","30105120","Industrial Processes - Chemical Manuf","Chem Manuf /Animal Adhesives /Evaporation","Industrial Processes","Chemical Manufacturing","Animal Adhesives","Evaporation"
"5244","30105122","Industrial Processes - Chemical Manuf","Chem Manuf /Animal Adhesives /Chilling","Industrial Processes","Chemical Manufacturing","Animal Adhesives","Chilling"
"5245","30105124","Industrial Processes - Chemical Manuf","Chem Manuf /Animal Adhesives /Drying","Industrial Processes","Chemical Manufacturing","Animal Adhesives","Drying"
"5246","30105130","Industrial Processes - Chemical Manuf","Chem Manuf /Animal Adhesives /End Product Finishing","Industrial Processes","Chemical Manufacturing","Animal Adhesives","End Product Finishing"
"5247","30105201","Industrial Processes - Chemical Manuf","Chem Manuf /Casein /Casein Manufacture","Industrial Processes","Chemical Manufacturing","Casein","Casein Manufacture"
"5248","30105205","Industrial Processes - Chemical Manuf","Chem Manuf /Casein /Precipitation","Industrial Processes","Chemical Manufacturing","Casein","Precipitation"
"5249","30105210","Industrial Processes - Chemical Manuf","Chem Manuf /Casein /Draining","Industrial Processes","Chemical Manufacturing","Casein","Draining"
"5250","30105211","Industrial Processes - Chemical Manuf","Chem Manuf /Casein /Draining: Batch Method","Industrial Processes","Chemical Manufacturing","Casein","Draining: Batch Method"
"5251","30105212","Industrial Processes - Chemical Manuf","Chem Manuf /Casein /Draining: Continuous Method","Industrial Processes","Chemical Manufacturing","Casein","Draining: Continuous Method"
"5252","30105215","Industrial Processes - Chemical Manuf","Chem Manuf /Casein /Washing","Industrial Processes","Chemical Manufacturing","Casein","Washing"
"5253","30105220","Industrial Processes - Chemical Manuf","Chem Manuf /Casein /Dewatering","Industrial Processes","Chemical Manufacturing","Casein","Dewatering"
"5254","30105221","Industrial Processes - Chemical Manuf","Chem Manuf /Casein /Dewatering: Continuous Power Press","Industrial Processes","Chemical Manufacturing","Casein","Dewatering: Continuous Power Press"
"5255","30105222","Industrial Processes - Chemical Manuf","Chem Manuf /Casein /Dewatering: Hand Press","Industrial Processes","Chemical Manufacturing","Casein","Dewatering: Hand Press"
"5256","30105230","Industrial Processes - Chemical Manuf","Chem Manuf /Casein /Grinding Curd","Industrial Processes","Chemical Manufacturing","Casein","Grinding Curd"
"5257","30105235","Industrial Processes - Chemical Manuf","Chem Manuf /Casein /Drying","Industrial Processes","Chemical Manufacturing","Casein","Drying"
"5258","30105240","Industrial Processes - Storage and Transfer","Chem Manuf /Casein /Grinding, Packaging, and Storing","Industrial Processes","Chemical Manufacturing","Casein","Grinding, Packaging, and Storing"
"5259","30106001","Industrial Processes - Chemical Manuf","Chem Manuf /Pharmaceutical Preparations /Vacuum Dryers","Industrial Processes","Chemical Manufacturing","Pharmaceutical Preparations","Vacuum Dryers"
"5260","30106002","Industrial Processes - Chemical Manuf","Chem Manuf /Pharmaceutical Preparations /Reactors","Industrial Processes","Chemical Manufacturing","Pharmaceutical Preparations","Reactors"
"5261","30106003","Industrial Processes - Chemical Manuf","Chem Manuf /Pharmaceutical Preparations /Distillation Units","Industrial Processes","Chemical Manufacturing","Pharmaceutical Preparations","Distillation Units"
"5262","30106004","Industrial Processes - Chemical Manuf","Chem Manuf /Pharmaceutical Preparations /Filters","Industrial Processes","Chemical Manufacturing","Pharmaceutical Preparations","Filters"
"5263","30106005","Industrial Processes - Chemical Manuf","Chem Manuf /Pharmaceutical Preparations /Extractors","Industrial Processes","Chemical Manufacturing","Pharmaceutical Preparations","Extractors"
"5264","30106006","Industrial Processes - Chemical Manuf","Chem Manuf /Pharmaceutical Preparations /Centrifuges","Industrial Processes","Chemical Manufacturing","Pharmaceutical Preparations","Centrifuges"
"5265","30106007","Industrial Processes - Chemical Manuf","Chem Manuf /Pharmaceutical Preparations /Crystallizers","Industrial Processes","Chemical Manufacturing","Pharmaceutical Preparations","Crystallizers"
"5266","30106008","Industrial Processes - Chemical Manuf","Chem Manuf /Pharmaceutical Preparations /Exhaust Systems","Industrial Processes","Chemical Manufacturing","Pharmaceutical Preparations","Exhaust Systems"
"5267","30106009","Industrial Processes - Chemical Manuf","Chem Manuf /Pharmaceutical Preparations /Air Dryers","Industrial Processes","Chemical Manufacturing","Pharmaceutical Preparations","Air Dryers"
"5268","30106010","Industrial Processes - Storage and Transfer","Chem Manuf /Pharmaceutical Preparations /Storage/Transfer","Industrial Processes","Chemical Manufacturing","Pharmaceutical Preparations","Storage/Transfer"
"5269","30106011","Industrial Processes - Chemical Manuf","Chem Manuf /Pharmaceutical Preparations /Coating Process","Industrial Processes","Chemical Manufacturing","Pharmaceutical Preparations","Coating Process"
"5270","30106012","Industrial Processes - Chemical Manuf","Chem Manuf /Pharmaceutical Preparations /Granulation Process","Industrial Processes","Chemical Manufacturing","Pharmaceutical Preparations","Granulation Process"
"5271","30106013","Industrial Processes - Chemical Manuf","Chem Manuf /Pharmaceutical Preparations /Fermentation Tanks","Industrial Processes","Chemical Manufacturing","Pharmaceutical Preparations","Fermentation Tanks"
"5272","30106021","Industrial Processes - Storage and Transfer","Chem Manuf /Pharmaceutical Preparations /Raw Material Unloading","Industrial Processes","Chemical Manufacturing","Pharmaceutical Preparations","Raw Material Unloading"
"5273","30106022","Industrial Processes - Chemical Manuf","Chem Manuf /Pharmaceutical Preparations /Miscellaneous Fugitives","Industrial Processes","Chemical Manufacturing","Pharmaceutical Preparations","Miscellaneous Fugitives"
"5274","30106023","Industrial Processes - Chemical Manuf","Chem Manuf /Pharmaceutical Preparations /Miscellaneous Fugitives","Industrial Processes","Chemical Manufacturing","Pharmaceutical Preparations","Miscellaneous Fugitives"
"5275","30106099","Industrial Processes - Chemical Manuf","Chem Manuf /Pharmaceutical Preparations /Other Not Classified","Industrial Processes","Chemical Manufacturing","Pharmaceutical Preparations","Other Not Classified"
"5276","30107001","Industrial Processes - Chemical Manuf","Chem Manuf /Inorganic Chem Manuf /Fugitive Leaks","Industrial Processes","Chemical Manufacturing","Inorganic Chemical Manufacturing (General)","Fugitive Leaks"
"5277","30107002","Industrial Processes - Storage and Transfer","Chem Manuf /Inorganic Chem Manuf /Storage/Transfer","Industrial Processes","Chemical Manufacturing","Inorganic Chemical Manufacturing (General)","Storage/Transfer"
"5278","30107101","Industrial Processes - Chemical Manuf","Chem Manuf /Hydrogen /Reformers","Industrial Processes","Chemical Manufacturing","Hydrogen","Reformers"
"5279","30107102","Industrial Processes - Chemical Manuf","Chem Manuf /Hydrogen /CO Converter","Industrial Processes","Chemical Manufacturing","Hydrogen","CO Converter"
"5280","30107103","Industrial Processes - Storage and Transfer","Chem Manuf /Hydrogen /Hydrogen Storage","Industrial Processes","Chemical Manufacturing","Hydrogen","Hydrogen Storage"
"5281","30109101","Industrial Processes - Chemical Manuf","Chem Manuf /Acetone/Ketone Production /Acetone: General","Industrial Processes","Chemical Manufacturing","Acetone/Ketone Production","Acetone: General"
"5282","30109105","Industrial Processes - Chemical Manuf","Chem Manuf /Acetone/Ketone Production /Methyl Ethyl Ketone","Industrial Processes","Chemical Manufacturing","Acetone/Ketone Production","Methyl Ethyl Ketone"
"5283","30109110","Industrial Processes - Chemical Manuf","Chem Manuf /Acetone/Ketone Production /Methyl Isobutyl Ketone","Industrial Processes","Chemical Manufacturing","Acetone/Ketone Production","Methyl Isobutyl Ketone"
"5284","30109151","Industrial Processes - Chemical Manuf","Chem Manuf /Acetone/Ketone Production /Acetone: Cumene Oxidation","Industrial Processes","Chemical Manufacturing","Acetone/Ketone Production","Acetone: Cumene Oxidation"
"5285","30109152","Industrial Processes - Chemical Manuf","Chem Manuf /Acetone/Ketone Production /Acetone: CHP Concentrator","Industrial Processes","Chemical Manufacturing","Acetone/Ketone Production","Acetone: CHP Concentrator"
"5286","30109153","Industrial Processes - Chemical Manuf","Chem Manuf /Acetone/Ketone Production /Acetone: Light-ends Distillation Vent","Industrial Processes","Chemical Manufacturing","Acetone/Ketone Production","Acetone: Light-ends Distillation Vent"
"5287","30109154","Industrial Processes - Chemical Manuf","Chem Manuf /Acetone/Ketone Production /Acetone: Finishing Column","Industrial Processes","Chemical Manufacturing","Acetone/Ketone Production","Acetone: Finishing Column"
"5288","30109180","Industrial Processes - Chemical Manuf","Chem Manuf /Acetone/Ketone Production /Acetone: Fugitive Emissions","Industrial Processes","Chemical Manufacturing","Acetone/Ketone Production","Acetone: Fugitive Emissions"
"5289","30109199","Industrial Processes - Chemical Manuf","Chem Manuf /Acetone/Ketone Production /Ketone: Other Not Classified","Industrial Processes","Chemical Manufacturing","Acetone/Ketone Production","Ketone: Other Not Classified"
"5290","30110002","Industrial Processes - Chemical Manuf","Chem Manuf /Maleic Anhydride /Product Recovery Absorber","Industrial Processes","Chemical Manufacturing","Maleic Anhydride","Product Recovery Absorber"
"5291","30110003","Industrial Processes - Chemical Manuf","Chem Manuf /Maleic Anhydride /Vacuum System Vent","Industrial Processes","Chemical Manufacturing","Maleic Anhydride","Vacuum System Vent"
"5292","30110004","Industrial Processes - Chemical Manuf","Chem Manuf /Maleic Anhydride /Briquetting","Industrial Processes","Chemical Manufacturing","Maleic Anhydride","Briquetting"
"5293","30110005","Industrial Processes - Chemical Manuf","Chem Manuf /Maleic Anhydride /Secondary Sources: Dehydration Column, Vacuum System","Industrial Processes","Chemical Manufacturing","Maleic Anhydride","Secondary Sources: Dehydration Column, Vacuum System"
"5294","30110080","Industrial Processes - Chemical Manuf","Chem Manuf /Maleic Anhydride /Fugitive Emissions","Industrial Processes","Chemical Manufacturing","Maleic Anhydride","Fugitive Emissions"
"5295","30110099","Industrial Processes - Chemical Manuf","Chem Manuf /Maleic Anhydride /Other Not Classified","Industrial Processes","Chemical Manufacturing","Maleic Anhydride","Other Not Classified"
"5296","30111103","Industrial Processes - Chemical Manuf","Chem Manuf /Asbestos Chemical /Brake Line/Grinding **","Industrial Processes","Chemical Manufacturing","Asbestos Chemical","Brake Line/Grinding **"
"5297","30111199","Industrial Processes - Chemical Manuf","Chem Manuf /Asbestos Chemical /Not Classified **","Industrial Processes","Chemical Manufacturing","Asbestos Chemical","Not Classified **"
"5298","30111201","Industrial Processes - Chemical Manuf","Chem Manuf /Elemental Phosphorous /Calciner","Industrial Processes","Chemical Manufacturing","Elemental Phosphorous","Calciner"
"5299","30111202","Industrial Processes - Chemical Manuf","Chem Manuf /Elemental Phosphorous /Furnace","Industrial Processes","Chemical Manufacturing","Elemental Phosphorous","Furnace"
"5300","30111299","Industrial Processes - Chemical Manuf","Chem Manuf /Elemental Phosphorous /Other Not Classified","Industrial Processes","Chemical Manufacturing","Elemental Phosphorous","Other Not Classified"
"5301","30111301","Industrial Processes - Chemical Manuf","Chem Manuf /Boric Acid /Dryer","Industrial Processes","Chemical Manufacturing","Boric Acid","Dryer"
"5302","30111401","Industrial Processes - Chemical Manuf","Chem Manuf /Potassium Chloride /Dryer","Industrial Processes","Chemical Manufacturing","Potassium Chloride","Dryer"
"5303","30111501","Industrial Processes - Storage and Transfer","Chem Manuf /Aluminum Sulfate Manuf /Bauxite Unloading","Industrial Processes","Chemical Manufacturing","Aluminum Sulfate Manufacturing","Bauxite Unloading"
"5304","30111502","Industrial Processes - Chemical Manuf","Chem Manuf /Aluminum Sulfate Manuf /Hammer Mill","Industrial Processes","Chemical Manufacturing","Aluminum Sulfate Manufacturing","Hammer Mill"
"5305","30111503","Industrial Processes - Storage and Transfer","Chem Manuf /Aluminum Sulfate Manuf /Bauxite Storage","Industrial Processes","Chemical Manufacturing","Aluminum Sulfate Manufacturing","Bauxite Storage"
"5306","30111504","Industrial Processes - Storage and Transfer","Chem Manuf /Aluminum Sulfate Manuf /Elevator","Industrial Processes","Chemical Manufacturing","Aluminum Sulfate Manufacturing","Elevator"
"5307","30111505","Industrial Processes - Storage and Transfer","Chem Manuf /Aluminum Sulfate Manuf /Conveyor","Industrial Processes","Chemical Manufacturing","Aluminum Sulfate Manufacturing","Conveyor"
"5308","30111506","Industrial Processes - Chemical Manuf","Chem Manuf /Aluminum Sulfate Manuf /Cooker","Industrial Processes","Chemical Manufacturing","Aluminum Sulfate Manufacturing","Cooker"
